STATION_NAME,LATITUDE,LONGITUDE,MODEL,YEAR_START,YEAR_END,SCENARIO
California Institute of Technology - California Parking Structure,34.134066000000000,-118.12636300000000,Ioniq 5 N,2026,2026,with adapter
G&M OIL G&M #76,34.165551000000000,-117.33235100000000,Kona Electric,2019,2025,with adapter
ONTARIO HYUNDAI VEHICLE DISPLY1,34.049976000000000,-117.54789800000000,Ioniq 5,2025,2026,with adapter
GF4EVA VVILLE M6 DC1,34.556277000000000,-117.28995100000000,Ioniq 5 N,2026,2026,with adapter
LA County DHS 313 Fig,34.060148000000000,-118.25074700000000,Ioniq 5 N,2025,2025,with adapter
DOWNEYHYUNDAI CPE250 1,33.946263000000000,-118.14534200000000,Ioniq 9,2026,,with adapter
Puente Hills Nissan,33.998192000000000,-117.92814600000000,Ioniq 9,2026,,with adapter
City of South Pasadena,34.116310000000000,-118.15215000000000,Ioniq 5,2022,2024,with adapter
"Walmart 2886 (Pico Rivera, CA)",33.986450000000000,-118.10495000000000,Ioniq 6,2022,2025,with adapter
"Kroger Smiths 305 (Sunrise, NV)",36.173860000000000,-115.09644000000000,Ioniq 5,2022,2024,with adapter
99 Ranch Chino Hills,34.010479900000000,-117.74055430000000,Kona Electric,2019,2025,with adapter
L344 MB SECOND FLOOR,34.035947000000000,-118.27297300000000,Ioniq 5 N,2025,2025,with adapter
Covina Town Square,34.105800000000000,-117.90569000000000,Ioniq 5 N,2025,2025,with adapter
8000 Sunset Blvd,34.097482500000000,-118.36446270000000,Ioniq 5,2022,2024,with adapter
"Azusa, CA - Tesla Supercharger",34.136811000000000,-117.90852900000000,Ioniq 5,2025,2026,with adapter
Foothill Presbyterian Hospital - DC,34.132921700000000,-117.87035030000000,Ioniq 5 N,2025,2025,with adapter
Diamond Creek Village Shopping Center,33.998580000000000,-117.84349000000000,Ioniq 6,2026,,with adapter
Fontana Ignite Fueling,34.121007500000000,-117.45312410000000,Ioniq 5,2022,2024,with adapter
"Covina, CA - S Barranca Ave - Tesla Supercharger",34.073767000000000,-117.88090200000000,Ioniq 5,2025,2026,with adapter
"IKEA 413 Los Angeles (Covina, CA)",34.074180000000000,-117.88100000000000,Ioniq 9,2026,,with adapter
"Alhambra, CA - East Bay State St - Tesla Supercharger",34.095083000000000,-118.12393000000000,Ioniq 5,2022,2024,with adapter
Central & Walnut - Tesla Supercharger,34.026990000000000,-117.68730100000000,Ioniq 9,2026,,with adapter
FH DELIVERY 12339 FH SVC,34.134053000000000,-117.43728000000000,Ioniq 6,2026,,with adapter
"Glendale, CA - N Glendale Ave - Tesla Supercharger",34.149535700000000,-118.24781960000000,Ioniq 5,2022,2024,with adapter
"Shopcore One Colorado (Pasadena, CA)",34.146620000000000,-118.14963000000000,Ioniq 6,2026,,with adapter
Bristol Farms,34.077342000000000,-118.38849900000000,Kona Electric,2019,2025,with adapter
"Las Vegas, NV - South Decatur Boulevard - Tesla Supercharger",36.171532000000000,-115.20723300000000,Ioniq 9,2026,,with adapter
AMPM ARCO BEAR VALLEY 1,34.470115000000000,-117.31284400000000,Ioniq 6,2022,2025,with adapter
IN-N-OUT ATLANTIC 02,33.977739000000000,-118.18719800000000,Ioniq 6,2026,,with adapter
"Dunhill - Shoppes at Chino Hills (Chino Hills, CA)",34.000247300000000,-117.72841960000000,Ioniq 6,2026,,with adapter
GM Oil Site 111 FoodMart Los Angeles,34.018660888026000,-118.35493777871600,Ioniq 5 N,2026,2026,with adapter
Honda DTLA,34.010828320642500,-118.28703020000000,Ioniq 6,2022,2025,with adapter
Trader Joe's,34.024883000000000,-118.39244800000000,Ioniq 5,2022,2024,with adapter
CITY_OF_VERNON 1850 E25TH-6,34.014444000000000,-118.23802600000000,Ioniq 6,2026,,with adapter
Metro Nissan of Montclair,34.082222000000000,-117.69490300000000,Ioniq 5 N,2026,2026,with adapter
KMC Norfolk,34.062387000000000,-118.20418260000000,Ioniq 9,2026,,with adapter
1820 Industrial,34.035224000000000,-118.23392000000000,Ioniq 6,2022,2025,with adapter
Ontario Mills - Skechers,34.071281000000000,-117.54922700000000,Ioniq 9,2026,,with adapter
CSULA Parking Structure B,34.065661000000000,-118.17018900000000,Ioniq 5 N,2025,2025,with adapter
"City of Industry, CA - Gale Avenue - Tesla Supercharger",33.994491000000000,-117.89956900000000,Ioniq 5,2022,2024,with adapter
"Las Vegas, NV - Cambridge St - Tesla Supercharger",36.128731000000000,-115.14374000000000,Ioniq 6,2026,,with adapter
Caltrans - Clyde V. Kane Rest Area - Southbound,35.034153000000000,-116.47144700000000,Kona Electric,2019,2025,with adapter
"Universal City, CA - Tesla Supercharger",34.138042000000000,-118.35927200000000,Ioniq 6,2022,2025,with adapter
"Pomona, CA - Tesla Supercharger",34.026968000000000,-117.76228800000000,Ioniq 9,2026,,with adapter
Gaudin Ford,36.064736000000000,-115.23674100000000,Ioniq 5 N,2025,2025,with adapter
"Universal City, CA - Tesla Supercharger",34.138042000000000,-118.35927200000000,Kona Electric,2019,2025,with adapter
"Circle K - Victorville, CA",34.484505427885200,-117.33051763372900,Ioniq 6,2022,2025,with adapter
"Las Vegas, NV - 3528 South Maryland Parkway - Tesla Supercharger",36.125754000000000,-115.13462200000000,Ioniq 6,2026,,with adapter
WLCAC,33.936653700000000,-118.25362400000000,Ioniq 5 N,2026,2026,with adapter
"Victorville, CA - Amargosa Road - Tesla Supercharger",34.463006000000000,-117.35421800000000,Ioniq 6,2026,,with adapter
CITY_OF_VERNON 1850 E25TH-1,34.014503000000000,-118.23790700000000,Kona Electric,2019,2025,with adapter
"Hesperia, CA - Tesla Supercharger",34.424701000000000,-117.38573800000000,Ioniq 9,2026,,with adapter
Norfolk Upper Lot,34.060000000000000,-118.20000000000000,Kona Electric,2019,2025,with adapter
"Las Vegas, NV",36.066487600000000,-115.17950700000000,Kona Electric,2019,2025,with adapter
Montclair East Shopping Center,34.088568000000000,-117.68592700000000,Ioniq 6,2026,,with adapter
"Vernon, CA - E 25th St - Tesla Supercharger",34.014266000000000,-118.23827100000000,Ioniq 6,2022,2025,with adapter
Rialto Village,34.073740000000000,-117.37058000000000,Kona Electric,2019,2025,with adapter
"Alhambra, CA - East Bay State St - Tesla Supercharger",34.095083000000000,-118.12393000000000,Ioniq 5 N,2025,2025,with adapter
Fountainebleau,36.138658700000000,-115.16036550000000,Ioniq 9,2026,,with adapter
City of Pasadena - Del Mar Station,34.142000000000000,-118.14862600000000,Ioniq 9,2026,,with adapter
Central & Walnut - Tesla Supercharger,34.026990000000000,-117.68730100000000,Kona Electric,2019,2025,with adapter
"Las Vegas, NV - East Twain Avenue - Tesla Supercharger",36.121869000000000,-115.14503000000000,Ioniq 6,2026,,with adapter
JLR HENDERSON ABB 01,36.053452000000000,-115.02825800000000,Ioniq 5 N,2025,2025,with adapter
"Las Vegas, NV - East Twain Avenue - Tesla Supercharger",36.121869000000000,-115.14503000000000,Ioniq 5,2022,2024,with adapter
Caltrans - Clyde V. Kane Rest Area - Northbound,35.031900000000000,-116.46912800000000,Ioniq 9,2026,,with adapter
"Inglewood, CA - West Imperial Highway - Tesla Supercharger",33.930757000000000,-118.32770400000000,Ioniq 5 N,2026,2026,with adapter
GM Oil Site 111 FoodMart Los Angeles,34.018660888026000,-118.35493777871600,Ioniq 5,2025,2026,with adapter
"Pomona, CA - Rio Rancho Road - Tesla Supercharger",34.028502000000000,-117.76035400000000,Ioniq 5,2025,2026,with adapter
CITY_OF_VERNON 1850 E25TH-4,34.014472000000000,-118.23798500000000,Ioniq 6,2022,2025,with adapter
CITY_OF_VERNON 1850 E25TH-9,34.014385000000000,-118.23808800000000,Ioniq 6,2022,2025,with adapter
CSULA Parking Structure E,34.070532000000000,-118.16780200000000,Ioniq 5,2022,2024,with adapter
6250 Hollywood Blvd DCFC,34.100840000000000,-118.32541000000000,Ioniq 6,2026,,with adapter
Trader Joe's,34.024883000000000,-118.39244800000000,Ioniq 5,2025,2026,with adapter
Site 2,36.283102000000000,-115.02908300000000,Ioniq 6,2026,,with adapter
B&D PROP MGMT 2625 ST ROSE,36.014373000000000,-115.10303200000000,Ioniq 6,2022,2025,with adapter
WinCo Las Vegas #113,36.270447000000000,-115.20889200000000,Ioniq 6,2026,,with adapter
"Sam's Club 4974 (North Las Vegas, NV)",36.241090000000000,-115.11261000000000,Ioniq 9,2026,,with adapter
7-ELEVEN 20101 POMNA DC1,34.067274000000000,-117.71905700000000,Ioniq 9,2026,,with adapter
Trader Joe's,34.024883000000000,-118.39244800000000,Ioniq 6,2026,,with adapter
Caltrans - Clyde V. Kane Rest Area - Southbound,35.034153000000000,-116.47144700000000,Ioniq 5 N,2025,2025,with adapter
Caltrans - Clyde V. Kane Rest Area - Southbound,35.034153000000000,-116.47144700000000,Ioniq 5 N,2026,2026,with adapter
Caltrans - Valley Wells Rest Area - Southbound,35.435299000000000,-115.70199000000000,Ioniq 6,2022,2025,with adapter
Veteran's Memorial Park,34.012781000000000,-118.40304000000000,Ioniq 9,2026,,with adapter
Sharp Capital,34.052690000000000,-118.26533000000000,Ioniq 5,2025,2026,with adapter
"Circle K - Victorville, CA",34.484505427885200,-117.33051763372900,Ioniq 9,2026,,with adapter
"Las Vegas, NV - Arroyo Crossing Parkway - Tesla Supercharger",36.062251000000000,-115.25172100000000,Ioniq 6,2026,,with adapter
G&M OIL G&M #111,34.018667000000000,-118.35496100000000,Ioniq 5 N,2025,2025,with adapter
IN-N-OUT ATLANTIC 03,33.977693000000000,-118.18720000000000,Ioniq 5,2025,2026,native only
City of Pasadena - Del Mar Station,34.142000000000000,-118.14862600000000,Kona Electric,2019,2025,native only
"Glendale, CA - N Glendale Ave - Tesla Supercharger",34.149535700000000,-118.24781960000000,Ioniq 5,2025,2026,native only
Team Ford,36.259310000000000,-115.24797700000000,Ioniq 5 N,2025,2025,native only
CITY_OF_VERNON 1850 E25TH-5,34.014458000000000,-118.23800600000000,Ioniq 9,2026,,native only
CITY_OF_VERNON 3805 SOTO-1,34.007812000000000,-118.21992600000000,Ioniq 6,2026,,native only
Tesla Diner - Tesla Supercharger,34.091268000000000,-118.34221500000000,Ioniq 5,2025,2026,native only
"Barstow, CA - Tanger Way - Tesla Supercharger",34.844499000000000,-117.08577100000000,Ioniq 9,2026,,native only
CITY_OF_VERNON 3805 SOTO-2,34.007973000000000,-118.22009600000000,Ioniq 6,2022,2025,native only
Resort World Las Vegas,36.135200000000000,-115.16760000000000,Ioniq 6,2022,2025,native only
AMPM ARCO BEAR VALLEY 2,34.470448000000000,-117.31275100000000,Ioniq 5,2022,2024,native only
City of Pasadena - Shopper's Lane,34.138606025541100,-118.13112326151200,Ioniq 5,2022,2024,native only
RC SPORTS EVHUB NEAR BLG,34.102389000000000,-117.54488900000000,Ioniq 5,2022,2024,native only
Diamond Hills Plaza,33.975996600000000,-117.83810960000000,Ioniq 5,2022,2024,native only
LADWP LA Kretz Innovation Campus,34.040460000000000,-118.23502000000000,Ioniq 6,2022,2025,native only
Onyx Towers,34.062740000000000,-118.36189000000000,Ioniq 6,2022,2025,native only
"Target T0265 (Paradise, NV)",36.115690000000000,-115.13926000000000,Ioniq 5,2022,2024,native only
G&M OIL G&M #111,34.018667000000000,-118.35496100000000,Kona Electric,2019,2025,native only
JLRLV PUPLIC WEST DC,36.065812000000000,-115.23208400000000,Ioniq 6,2022,2025,native only
BWP EV CHARGE DCFC BWP LOT 2,34.178561000000000,-118.31623400000000,Ioniq 5 N,2025,2025,native only
"Commerce, CA - E Telegraph Rd - Tesla Supercharger",33.998388000000000,-118.14614700000000,Ioniq 5,2025,2026,native only
North Las Vegas Rechargery Relay - W Centennial Pkwy,36.276117000000000,-115.17951200000000,Ioniq 6,2026,,native only
ONTARIO HYUNDAI VEHICLE DISPLY2,34.050028000000000,-117.54805700000000,Ioniq 5,2022,2024,native only
"Walmart 2886 (Pico Rivera, CA)",33.986450000000000,-118.10495000000000,Kona Electric,2019,2025,native only
FH DELIVERY 12339 FH SVC,34.134053000000000,-117.43728000000000,Ioniq 5,2022,2024,native only
Covina Town Square,34.105800000000000,-117.90569000000000,Ioniq 5,2025,2026,native only
Culver City Senior Center,34.014540000000000,-118.40405000000000,Ioniq 5 N,2025,2025,native only
Claremont Star,34.107625900000000,-117.72058890000000,Ioniq 5,2022,2024,native only
CITY_OF_VERNON 1850 E25TH-9,34.014385000000000,-118.23808800000000,Ioniq 6,2026,,native only
"Costco Chino Hills (Chino Hills, CA)",34.015310000000000,-117.74286000000000,Ioniq 5 N,2025,2025,native only
Margarita Plaza,33.975304000000000,-118.23001900000000,Ioniq 5 N,2025,2025,native only
Trader Joe's,34.024883000000000,-118.39244800000000,Ioniq 5 N,2025,2025,native only
B&D PROP MGMT 2625 ST ROSE,36.014373000000000,-115.10303200000000,Ioniq 5 N,2025,2025,native only
"Victorville, CA - Amargosa Road - Tesla Supercharger",34.463006000000000,-117.35421800000000,Ioniq 5,2025,2026,native only
"Barstow, CA",34.851349000000000,-117.08257800000000,Ioniq 6,2022,2025,native only
"Hesperia, CA - Tesla Supercharger",34.424701000000000,-117.38573800000000,Ioniq 5,2025,2026,native only
"Las Vegas, NV",36.066487600000000,-115.17950700000000,Ioniq 9,2026,,native only
CITY_OF_VERNON 3805 SOTO-10,34.008061000000000,-118.22000100000000,Ioniq 5 N,2025,2025,native only
Venice Crossroads,34.027360000000000,-118.39233000000000,Ioniq 5,2022,2024,native only
8000 Sunset Blvd,34.097482500000000,-118.36446270000000,Kona Electric,2019,2025,native only
US Bank Jurupa Valley,34.012078600000000,-117.48206780000000,Ioniq 5,2022,2024,native only
"Target 1033 (Baldwin Park, CA)",34.070710000000000,-117.97825000000000,Ioniq 6,2022,2025,native only
"Las Vegas, NV - West Russell Road - Tesla Supercharger",36.086723000000000,-115.21072600000000,Ioniq 5 N,2026,2026,native only
Overland Structure 1st Floor,34.015755000000000,-118.40349300000000,Ioniq 6,2022,2025,native only
CITY_OF_VERNON 1850 E25TH-9,34.014385000000000,-118.23808800000000,Ioniq 5 N,2026,2026,native only
Caltrans - Clyde V. Kane Rest Area - Southbound,35.034153000000000,-116.47144700000000,Ioniq 5,2022,2024,native only
Little Caesars Pizza- 10714 S Western Ave,33.938580000000000,-118.30886000000000,Ioniq 5 N,2025,2025,native only
CITY_OF_VERNON 1850 E25TH-3,34.014481000000000,-118.23795800000000,Ioniq 6,2026,,native only
City of Los Angeles Lot 745,34.101781000000000,-118.33989400000000,Kona Electric,2019,2025,native only
"Alhambra, CA - East Bay State St - Tesla Supercharger",34.095083000000000,-118.12393000000000,Ioniq 6,2026,,native only
City of South Pasadena,34.116310000000000,-118.15215000000000,Ioniq 5 N,2025,2025,native only
L344 3RD FLOOR MBZ,34.035409000000000,-118.27229600000000,Ioniq 5,2022,2024,native only
"Shopcore One Colorado (Pasadena, CA)",34.146620000000000,-118.14963000000000,Ioniq 5 N,2025,2025,native only
PowerStation - Rasor Rd,35.134718200000000,-116.21681310000000,Ioniq 6,2022,2025,native only
"Vernon, CA - E 25th St - Tesla Supercharger",34.014266000000000,-118.23827100000000,Ioniq 9,2026,,native only
Claremont Star,34.107625900000000,-117.72058890000000,Ioniq 5 N,2025,2025,native only
City of Pasadena - Shopper's Lane,34.138606025541100,-118.13112326151200,Ioniq 6,2022,2025,native only
AMPM ARCO BEAR VALLEY 2,34.470448000000000,-117.31275100000000,Ioniq 6,2022,2025,native only
Sheraton Universal Hotel DC,34.137527400000000,-118.36003140000000,Ioniq 5 N,2025,2025,native only
Motel 6 Chino,34.031418000000000,-117.69093210000000,Kona Electric,2019,2025,native only
CITY_OF_VERNON 1850 E25TH-7,34.014426000000000,-118.23804700000000,Ioniq 5,2022,2024,native only
"Walmart 1879 (Barstow, CA)",34.883720000000000,-116.99251000000000,Ioniq 5,2022,2024,native only
Solair Wilshire,34.061876900000000,-118.30862790000000,Ioniq 5,2022,2024,native only
CITY_OF_VERNON 3805 SOTO-3,34.007876000000000,-118.21990100000000,Ioniq 6,2026,,native only
5420 Sunset - Tesla Supercharger (5420 Sunset),34.096946130000000,-118.30766880000000,Ioniq 6,2022,2025,native only
5420 Sunset - Tesla Supercharger (5420 Sunset),34.096946130000000,-118.30766880000000,Ioniq 5,2022,2024,native only
LADWP - John Ferraro Building,34.059133000000000,-118.24858900000000,Ioniq 6,2022,2025,native only
DC CORRIDOR EDDIES Y DC2,34.907482000000000,-116.83597400000000,Ioniq 5,2022,2024,native only
"IKEA 413 Los Angeles (Covina, CA)",34.074180000000000,-117.88100000000000,Ioniq 5,2022,2024,native only
WinCo Foods - Pomona #57,34.027210000000000,-117.76206000000000,Ioniq 5 N,2026,2026,native only
"Las Vegas, NV - Grand Central Parkway - Tesla Supercharger",36.166039000000000,-115.15917000000000,Ioniq 5,2025,2026,native only
City of Los Angeles Lot 639,34.108426000000000,-118.19387300000000,Ioniq 5 N,2025,2025,native only
CITY_OF_VERNON 1850 E25TH-5,34.014458000000000,-118.23800600000000,Ioniq 5,2025,2026,native only
Winterwood Pavilion,36.146180000000000,-115.06522000000000,Ioniq 5,2022,2024,native only
L344 3RD FLOOR MBZ,34.035409000000000,-118.27229600000000,Ioniq 5 N,2025,2025,native only
The Village at Century,33.944829000000000,-118.33068600000000,Kona Electric,2019,2025,native only
"Hacienda Heights, CA - Tesla Supercharger",34.010078000000000,-117.96116900000000,Ioniq 6,2026,,native only
Mountain Vista Plaza,34.137466600000000,-117.98216400000000,Ioniq 5 N,2025,2025,native only
CITY_OF_VERNON 3805 SOTO-2,34.007973000000000,-118.22009600000000,Ioniq 9,2026,,native only
LADWP - Crenshaw,34.012230000000000,-118.33432300000000,Ioniq 5,2022,2024,native only
Thailand Plaza,34.101990000000000,-118.30639000000000,Ioniq 5 N,2025,2025,native only
CSULA Parking Structure E,34.070532000000000,-118.16780200000000,Ioniq 6,2022,2025,native only
Inglewood City Hall,33.962406000000000,-118.35363500000000,Ioniq 5 N,2025,2025,native only
G&M OIL G&M #76,34.165551000000000,-117.33235100000000,Ioniq 6,2022,2025,native only
"Walmart 2838 (Henderson, NV)",36.062080000000000,-115.03353000000000,Ioniq 5,2022,2024,native only
"Target T0265 (Paradise, NV)",36.115690000000000,-115.13926000000000,Ioniq 6,2022,2025,native only
US Bank 3355 Glendale,34.119663300000000,-118.25953740000000,Ioniq 5 N,2025,2025,native only
"Vernon, CA - Tesla Supercharger",34.008045000000000,-118.22020100000000,Ioniq 6,2026,,native only
Fountainebleau,36.138658700000000,-115.16036550000000,Ioniq 5 N,2025,2025,native only
Fountainebleau,36.138658700000000,-115.16036550000000,Ioniq 6,2022,2025,native only
CITY_OF_VERNON 3805 SOTO-10,34.008061000000000,-118.22000100000000,Ioniq 6,2022,2025,native only
Tesla Diner - Tesla Supercharger,34.091268000000000,-118.34221500000000,Ioniq 9,2026,,native only
IN-N-OUT ATLANTIC 02,33.977739000000000,-118.18719800000000,Ioniq 5,2025,2026,native only
"Bell, CA - Gage Ave - Tesla Supercharger",33.977777000000000,-118.18876900000000,Ioniq 5 N,2026,2026,native only
7Charge - Covina 22548,34.086890000000000,-117.92584000000000,Ioniq 5,2022,2024,native only
7Charge - Covina 22548,34.086890000000000,-117.92584000000000,Ioniq 5 N,2026,2026,native only
City National Plaza,34.052093700000000,-118.25523390000000,Kona Electric,2019,2025,native only
"City of Industry, CA - Colima Road - Tesla Supercharger",33.990892000000000,-117.92528400000000,Ioniq 6,2026,,native only
CSULA Parking Structure B,34.065661000000000,-118.17018900000000,Ioniq 5,2025,2026,native only
Onyx Towers,34.062740000000000,-118.36189000000000,Kona Electric,2019,2025,native only
